"","Items","quantity","price","total","y"
"4285","RosePotpourri",1,12,12,2019-08-03
"4286","CDiskBamboo",4,29,116,2019-08-03
"4287","CDiskCoconut",3,26.9,80.7,2019-08-03
"4288","SmudgeBundle",4,53.3,213.2,2019-08-03
"4289","LoofahPack",5,12.1,60.5,2019-08-03
"4290","Package1",1,52.7,52.7,2019-08-03
"4291","BeeswaxCandle",1,27.2,27.2,2019-08-03
"4292","PackTeaCandles",2,8,16,2019-08-03
"4293","DreamPouch",2,18.8,37.6,2019-08-03
"4294","ParisPMirror",3,6.6,19.8,2019-08-03
"4295","MilanPMirror",1,5.7,5.7,2019-08-03
"4296","LoofahPack",1,29.4,29.4,2019-08-03
"4297","Package2",2,34.8,69.6,2019-08-03
"4298","Package3",4,34.9,139.6,2019-08-03
"4299","Package4",3,24.9,74.7,2019-08-03
"4300","Package5",4,24.8,99.2,2019-08-03
"4301","DriedBoquet1",1,49.5,49.5,2019-08-04
"4302","DriedBoquet2",3,41,123,2019-08-04
"4303","EucalyptSmudge",5,15.6,78,2019-08-04
"4304","SageSmudge",1,16.3,16.3,2019-08-04
"4305","RosePotpourri",1,12,12,2019-08-04
"4306","CDiskBamboo",4,29,116,2019-08-04
"4307","CDiskCoconut",3,26.9,80.7,2019-08-04
"4308","SmudgeBundle",4,53.3,213.2,2019-08-04
"4309","LoofahPack",5,12.1,60.5,2019-08-04
"4310","Package1",1,52.7,52.7,2019-08-04
"4311","BeeswaxCandle",1,27.2,27.2,2019-08-04
"4312","PackTeaCandles",2,8,16,2019-08-04
"4313","DreamPouch",2,18.8,37.6,2019-08-04
"4314","ParisPMirror",3,6.6,19.8,2019-08-04
"4315","MilanPMirror",1,5.7,5.7,2019-08-04
"4316","LoofahPack",1,29.4,29.4,2019-08-04
"4317","Package2",2,34.8,69.6,2019-08-04
"4318","Package3",4,34.9,139.6,2019-08-04
"4319","Package4",3,24.9,74.7,2019-08-04
"4320","Package5",4,24.8,99.2,2019-08-04
"4321","DriedBoquet1",1,49.5,49.5,2019-08-05
"4322","DriedBoquet2",3,41,123,2019-08-05
"4323","EucalyptSmudge",5,15.6,78,2019-08-05
"4324","SageSmudge",1,16.3,16.3,2019-08-05
"4325","RosePotpourri",1,12,12,2019-08-05
"4326","CDiskBamboo",4,29,116,2019-08-05
"4327","CDiskCoconut",3,26.9,80.7,2019-08-05
"4328","SmudgeBundle",4,53.3,213.2,2019-08-05
"4329","LoofahPack",5,12.1,60.5,2019-08-05
"4330","Package1",1,52.7,52.7,2019-08-05
"4331","BeeswaxCandle",1,27.2,27.2,2019-08-05
"4332","PackTeaCandles",2,8,16,2019-08-05
"4333","DreamPouch",2,18.8,37.6,2019-08-05
"4334","ParisPMirror",3,6.6,19.8,2019-08-05
"4335","MilanPMirror",1,5.7,5.7,2019-08-05
"4336","LoofahPack",1,29.4,29.4,2019-08-05
"4337","Package2",2,34.8,69.6,2019-08-05
"4338","Package3",4,34.9,139.6,2019-08-05
"4339","Package4",3,24.9,74.7,2019-08-05
"4340","Package5",4,24.8,99.2,2019-08-05
"4341","DriedBoquet1",1,49.5,49.5,2019-08-06
"4342","DriedBoquet2",3,41,123,2019-08-06
"4343","EucalyptSmudge",5,15.6,78,2019-08-06
"4344","SageSmudge",1,16.3,16.3,2019-08-06
"4345","RosePotpourri",1,12,12,2019-08-06
"4346","CDiskBamboo",4,29,116,2019-08-06
"4347","CDiskCoconut",3,26.9,80.7,2019-08-06
"4348","SmudgeBundle",4,53.3,213.2,2019-08-06
"4349","LoofahPack",5,12.1,60.5,2019-08-06
"4350","Package1",1,52.7,52.7,2019-08-06
"4351","BeeswaxCandle",1,27.2,27.2,2019-08-06
"4352","PackTeaCandles",2,8,16,2019-08-06
"4353","DreamPouch",2,18.8,37.6,2019-08-06
"4354","ParisPMirror",3,6.6,19.8,2019-08-06
"4355","MilanPMirror",1,5.7,5.7,2019-08-06
"4356","LoofahPack",1,29.4,29.4,2019-08-06
"4357","Package2",2,34.8,69.6,2019-08-06
"4358","Package3",4,34.9,139.6,2019-08-06
"4359","Package4",3,24.9,74.7,2019-08-06
"4360","Package5",4,24.8,99.2,2019-08-06
"4361","DriedBoquet1",1,49.5,49.5,2019-08-07
"4362","DriedBoquet2",3,41,123,2019-08-07
"4363","EucalyptSmudge",5,15.6,78,2019-08-07
"4364","SageSmudge",1,16.3,16.3,2019-08-07
"4365","RosePotpourri",1,12,12,2019-08-07
"4366","CDiskBamboo",4,29,116,2019-08-07
"4367","CDiskCoconut",3,26.9,80.7,2019-08-07
"4368","SmudgeBundle",4,53.3,213.2,2019-08-07
"4369","LoofahPack",5,12.1,60.5,2019-08-07
"4370","Package1",1,52.7,52.7,2019-08-07
"4371","BeeswaxCandle",1,27.2,27.2,2019-08-07
"4372","PackTeaCandles",2,8,16,2019-08-07
"4373","DreamPouch",2,18.8,37.6,2019-08-07
"4374","ParisPMirror",3,6.6,19.8,2019-08-07
"4375","MilanPMirror",1,5.7,5.7,2019-08-07
"4376","LoofahPack",1,29.4,29.4,2019-08-07
"4377","Package2",2,34.8,69.6,2019-08-07
"4378","Package3",4,34.9,139.6,2019-08-07
"4379","Package4",3,24.9,74.7,2019-08-07
"4380","Package5",4,24.8,99.2,2019-08-07
"4381","DriedBoquet1",1,49.5,49.5,2019-08-08
"4382","DriedBoquet2",3,41,123,2019-08-08
"4383","EucalyptSmudge",5,15.6,78,2019-08-08
"4384","SageSmudge",1,16.3,16.3,2019-08-08
"4385","RosePotpourri",1,12,12,2019-08-08
"4386","CDiskBamboo",4,29,116,2019-08-08
"4387","CDiskCoconut",3,26.9,80.7,2019-08-08
"4388","SmudgeBundle",4,53.3,213.2,2019-08-08
"4389","LoofahPack",5,12.1,60.5,2019-08-08
"4390","Package1",1,52.7,52.7,2019-08-08
"4391","BeeswaxCandle",1,27.2,27.2,2019-08-08
"4392","PackTeaCandles",2,8,16,2019-08-08
"4393","DreamPouch",2,18.8,37.6,2019-08-08
"4394","ParisPMirror",3,6.6,19.8,2019-08-08
"4395","MilanPMirror",1,5.7,5.7,2019-08-08
"4396","LoofahPack",1,29.4,29.4,2019-08-08
"4397","Package2",2,34.8,69.6,2019-08-08
"4398","Package3",4,34.9,139.6,2019-08-08
"4399","Package4",3,24.9,74.7,2019-08-08
"4400","Package5",4,24.8,99.2,2019-08-08
"4401","DriedBoquet1",1,49.5,49.5,2019-08-09
"4402","DriedBoquet2",3,41,123,2019-08-09
"4403","EucalyptSmudge",5,15.6,78,2019-08-09
"4404","SageSmudge",1,16.3,16.3,2019-08-09
"4405","RosePotpourri",1,12,12,2019-08-09
"4406","CDiskBamboo",4,29,116,2019-08-09
"4407","CDiskCoconut",3,26.9,80.7,2019-08-09
"4408","SmudgeBundle",4,53.3,213.2,2019-08-09
"4409","LoofahPack",5,12.1,60.5,2019-08-09
"4410","Package1",1,52.7,52.7,2019-08-09
"4411","BeeswaxCandle",1,27.2,27.2,2019-08-09
"4412","PackTeaCandles",2,8,16,2019-08-09
"4413","DreamPouch",2,18.8,37.6,2019-08-09
"4414","ParisPMirror",3,6.6,19.8,2019-08-09
"4415","MilanPMirror",1,5.7,5.7,2019-08-09
"4416","LoofahPack",1,29.4,29.4,2019-08-09
"4417","Package2",2,34.8,69.6,2019-08-09
"4418","Package3",4,34.9,139.6,2019-08-09
"4419","Package4",3,24.9,74.7,2019-08-09
"4420","Package5",4,24.8,99.2,2019-08-09
"4421","DriedBoquet1",1,49.5,49.5,2019-08-10
"4422","DriedBoquet2",3,41,123,2019-08-10
"4423","EucalyptSmudge",5,15.6,78,2019-08-10
"4424","SageSmudge",1,16.3,16.3,2019-08-10
"4425","RosePotpourri",1,12,12,2019-08-10
"4426","CDiskBamboo",4,29,116,2019-08-10
"4427","CDiskCoconut",3,26.9,80.7,2019-08-10
"4428","SmudgeBundle",4,53.3,213.2,2019-08-10
"4429","LoofahPack",5,12.1,60.5,2019-08-10
"4430","Package1",1,52.7,52.7,2019-08-10
"4431","BeeswaxCandle",1,27.2,27.2,2019-08-10
"4432","PackTeaCandles",2,8,16,2019-08-10
"4433","DreamPouch",2,18.8,37.6,2019-08-10
"4434","ParisPMirror",3,6.6,19.8,2019-08-10
"4435","MilanPMirror",1,5.7,5.7,2019-08-10
"4436","LoofahPack",1,29.4,29.4,2019-08-10
"4437","Package2",2,34.8,69.6,2019-08-10
"4438","Package3",4,34.9,139.6,2019-08-10
"4439","Package4",3,24.9,74.7,2019-08-10
"4440","Package5",4,24.8,99.2,2019-08-10
"4441","DriedBoquet1",1,49.5,49.5,2019-08-11
"4442","DriedBoquet2",3,41,123,2019-08-11
"4443","EucalyptSmudge",5,15.6,78,2019-08-11
"4444","SageSmudge",1,16.3,16.3,2019-08-11
"4445","RosePotpourri",1,12,12,2019-08-11
"4446","CDiskBamboo",4,29,116,2019-08-11
"4447","CDiskCoconut",3,26.9,80.7,2019-08-11
"4448","SmudgeBundle",4,53.3,213.2,2019-08-11
"4449","LoofahPack",5,12.1,60.5,2019-08-11
"4450","Package1",1,52.7,52.7,2019-08-11
"4451","BeeswaxCandle",1,27.2,27.2,2019-08-11
"4452","PackTeaCandles",2,8,16,2019-08-11
"4453","DreamPouch",2,18.8,37.6,2019-08-11
"4454","ParisPMirror",3,6.6,19.8,2019-08-11
"4455","MilanPMirror",1,5.7,5.7,2019-08-11
"4456","LoofahPack",1,29.4,29.4,2019-08-11
"4457","Package2",2,34.8,69.6,2019-08-11
"4458","Package3",4,34.9,139.6,2019-08-11
"4459","Package4",3,24.9,74.7,2019-08-11
"4460","Package5",4,24.8,99.2,2019-08-11
"4461","DriedBoquet1",1,49.5,49.5,2019-08-12
"4462","DriedBoquet2",3,41,123,2019-08-12
"4463","EucalyptSmudge",5,15.6,78,2019-08-12
"4464","SageSmudge",1,16.3,16.3,2019-08-12
"4465","RosePotpourri",1,12,12,2019-08-12
"4466","CDiskBamboo",4,29,116,2019-08-12
"4467","CDiskCoconut",3,26.9,80.7,2019-08-12
"4468","SmudgeBundle",4,53.3,213.2,2019-08-12
"4469","LoofahPack",5,12.1,60.5,2019-08-12
"4470","Package1",1,52.7,52.7,2019-08-12
"4471","BeeswaxCandle",1,27.2,27.2,2019-08-12
"4472","PackTeaCandles",2,8,16,2019-08-12
"4473","DreamPouch",2,18.8,37.6,2019-08-12
"4474","ParisPMirror",3,6.6,19.8,2019-08-12
"4475","MilanPMirror",1,5.7,5.7,2019-08-12
"4476","LoofahPack",1,29.4,29.4,2019-08-12
"4477","Package2",2,34.8,69.6,2019-08-12
"4478","Package3",4,34.9,139.6,2019-08-12
"4479","Package4",3,24.9,74.7,2019-08-12
"4480","Package5",4,24.8,99.2,2019-08-12
"4481","DriedBoquet1",1,49.5,49.5,2019-08-13
"4482","DriedBoquet2",3,41,123,2019-08-13
"4483","EucalyptSmudge",5,15.6,78,2019-08-13
"4484","SageSmudge",1,16.3,16.3,2019-08-13
"4485","RosePotpourri",1,12,12,2019-08-13
"4486","CDiskBamboo",4,29,116,2019-08-13
"4487","CDiskCoconut",3,26.9,80.7,2019-08-13
"4488","SmudgeBundle",4,53.3,213.2,2019-08-13
"4489","LoofahPack",5,12.1,60.5,2019-08-13
"4490","Package1",1,52.7,52.7,2019-08-13
"4491","BeeswaxCandle",1,27.2,27.2,2019-08-13
"4492","PackTeaCandles",2,8,16,2019-08-13
"4493","DreamPouch",2,18.8,37.6,2019-08-13
"4494","ParisPMirror",3,6.6,19.8,2019-08-13
"4495","MilanPMirror",1,5.7,5.7,2019-08-13
"4496","LoofahPack",1,29.4,29.4,2019-08-13
"4497","Package2",2,34.8,69.6,2019-08-13
"4498","Package3",4,34.9,139.6,2019-08-13
"4499","Package4",3,24.9,74.7,2019-08-13
"4500","Package5",4,24.8,99.2,2019-08-13
"4501","DriedBoquet1",1,49.5,49.5,2019-08-14
"4502","DriedBoquet2",3,41,123,2019-08-14
"4503","EucalyptSmudge",5,15.6,78,2019-08-14
"4504","SageSmudge",1,16.3,16.3,2019-08-14
"4505","RosePotpourri",1,12,12,2019-08-14
"4506","CDiskBamboo",4,29,116,2019-08-14
"4507","CDiskCoconut",3,26.9,80.7,2019-08-14
"4508","SmudgeBundle",4,53.3,213.2,2019-08-14
"4509","LoofahPack",5,12.1,60.5,2019-08-14
"4510","Package1",1,52.7,52.7,2019-08-14
"4511","BeeswaxCandle",1,27.2,27.2,2019-08-14
"4512","PackTeaCandles",2,8,16,2019-08-14
"4513","DreamPouch",2,18.8,37.6,2019-08-14
"4514","ParisPMirror",3,6.6,19.8,2019-08-14
"4515","MilanPMirror",1,5.7,5.7,2019-08-14
"4516","LoofahPack",1,29.4,29.4,2019-08-14
"4517","Package2",2,34.8,69.6,2019-08-14
"4518","Package3",4,34.9,139.6,2019-08-14
"4519","Package4",3,24.9,74.7,2019-08-14
"4520","Package5",4,24.8,99.2,2019-08-14
"4521","DriedBoquet1",1,49.5,49.5,2019-08-15
"4522","DriedBoquet2",3,41,123,2019-08-15
"4523","EucalyptSmudge",5,15.6,78,2019-08-15
"4524","SageSmudge",1,16.3,16.3,2019-08-15
"4525","RosePotpourri",1,12,12,2019-08-15
"4526","CDiskBamboo",4,29,116,2019-08-15
"4527","CDiskCoconut",3,26.9,80.7,2019-08-15
"4528","SmudgeBundle",4,53.3,213.2,2019-08-15
"4529","LoofahPack",5,12.1,60.5,2019-08-15
"4530","Package1",1,52.7,52.7,2019-08-15
"4531","BeeswaxCandle",1,27.2,27.2,2019-08-15
"4532","PackTeaCandles",2,8,16,2019-08-15
"4533","DreamPouch",2,18.8,37.6,2019-08-15
"4534","ParisPMirror",3,6.6,19.8,2019-08-15
"4535","MilanPMirror",1,5.7,5.7,2019-08-15
"4536","LoofahPack",1,29.4,29.4,2019-08-15
"4537","Package2",2,34.8,69.6,2019-08-15
"4538","Package3",4,34.9,139.6,2019-08-15
"4539","Package4",3,24.9,74.7,2019-08-15
"4540","Package5",4,24.8,99.2,2019-08-15
"4541","DriedBoquet1",1,49.5,49.5,2019-08-16
"4542","DriedBoquet2",3,41,123,2019-08-16
"4543","EucalyptSmudge",5,15.6,78,2019-08-16
"4544","SageSmudge",1,16.3,16.3,2019-08-16
"4545","RosePotpourri",1,12,12,2019-08-16
"4546","CDiskBamboo",4,29,116,2019-08-16
"4547","CDiskCoconut",3,26.9,80.7,2019-08-16
"4548","SmudgeBundle",4,53.3,213.2,2019-08-16
"4549","LoofahPack",5,12.1,60.5,2019-08-16
"4550","Package1",1,52.7,52.7,2019-08-16
"4551","BeeswaxCandle",1,27.2,27.2,2019-08-16
"4552","PackTeaCandles",2,8,16,2019-08-16
"4553","DreamPouch",2,18.8,37.6,2019-08-16
"4554","ParisPMirror",3,6.6,19.8,2019-08-16
"4555","MilanPMirror",1,5.7,5.7,2019-08-16
"4556","LoofahPack",1,29.4,29.4,2019-08-16
"4557","Package2",2,34.8,69.6,2019-08-16
"4558","Package3",4,34.9,139.6,2019-08-16
"4559","Package4",3,24.9,74.7,2019-08-16
"4560","Package5",4,24.8,99.2,2019-08-16
"4561","DriedBoquet1",1,49.5,49.5,2019-08-17
"4562","DriedBoquet2",3,41,123,2019-08-17
"4563","EucalyptSmudge",5,15.6,78,2019-08-17
"4564","SageSmudge",1,16.3,16.3,2019-08-17
"4565","RosePotpourri",1,12,12,2019-08-17
"4566","CDiskBamboo",4,29,116,2019-08-17
"4567","CDiskCoconut",3,26.9,80.7,2019-08-17
"4568","SmudgeBundle",4,53.3,213.2,2019-08-17
"4569","LoofahPack",5,12.1,60.5,2019-08-17
"4570","Package1",1,52.7,52.7,2019-08-17
"4571","BeeswaxCandle",1,27.2,27.2,2019-08-17
"4572","PackTeaCandles",2,8,16,2019-08-17
"4573","DreamPouch",2,18.8,37.6,2019-08-17
"4574","ParisPMirror",3,6.6,19.8,2019-08-17
"4575","MilanPMirror",1,5.7,5.7,2019-08-17
"4576","LoofahPack",1,29.4,29.4,2019-08-17
"4577","Package2",2,34.8,69.6,2019-08-17
"4578","Package3",4,34.9,139.6,2019-08-17
"4579","Package4",3,24.9,74.7,2019-08-17
"4580","Package5",4,24.8,99.2,2019-08-17
"4581","DriedBoquet1",1,49.5,49.5,2019-08-18
"4582","DriedBoquet2",3,41,123,2019-08-18
"4583","EucalyptSmudge",5,15.6,78,2019-08-18
"4584","SageSmudge",1,16.3,16.3,2019-08-18
"4585","RosePotpourri",1,12,12,2019-08-18
"4586","CDiskBamboo",4,29,116,2019-08-18
"4587","CDiskCoconut",3,26.9,80.7,2019-08-18
"4588","SmudgeBundle",4,53.3,213.2,2019-08-18
"4589","LoofahPack",5,12.1,60.5,2019-08-18
"4590","Package1",1,52.7,52.7,2019-08-18
"4591","BeeswaxCandle",1,27.2,27.2,2019-08-18
"4592","PackTeaCandles",2,8,16,2019-08-18
"4593","DreamPouch",2,18.8,37.6,2019-08-18
"4594","ParisPMirror",3,6.6,19.8,2019-08-18
"4595","MilanPMirror",1,5.7,5.7,2019-08-18
"4596","LoofahPack",1,29.4,29.4,2019-08-18
"4597","Package2",2,34.8,69.6,2019-08-18
"4598","Package3",4,34.9,139.6,2019-08-18
"4599","Package4",3,24.9,74.7,2019-08-18
"4600","Package5",4,24.8,99.2,2019-08-18
"4601","DriedBoquet1",1,49.5,49.5,2019-08-19
"4602","DriedBoquet2",3,41,123,2019-08-19
"4603","EucalyptSmudge",5,15.6,78,2019-08-19
"4604","SageSmudge",1,16.3,16.3,2019-08-19
"4605","RosePotpourri",1,12,12,2019-08-19
"4606","CDiskBamboo",4,29,116,2019-08-19
"4607","CDiskCoconut",3,26.9,80.7,2019-08-19
"4608","SmudgeBundle",4,53.3,213.2,2019-08-19
"4609","LoofahPack",5,12.1,60.5,2019-08-19
"4610","Package1",1,52.7,52.7,2019-08-19
"4611","BeeswaxCandle",1,27.2,27.2,2019-08-19
"4612","PackTeaCandles",2,8,16,2019-08-19
"4613","DreamPouch",2,18.8,37.6,2019-08-19
"4614","ParisPMirror",3,6.6,19.8,2019-08-19
"4615","MilanPMirror",1,5.7,5.7,2019-08-19
"4616","LoofahPack",1,29.4,29.4,2019-08-19
"4617","Package2",2,34.8,69.6,2019-08-19
"4618","Package3",4,34.9,139.6,2019-08-19
"4619","Package4",3,24.9,74.7,2019-08-19
"4620","Package5",4,24.8,99.2,2019-08-19
"4621","DriedBoquet1",1,49.5,49.5,2019-08-20
"4622","DriedBoquet2",3,41,123,2019-08-20
"4623","EucalyptSmudge",5,15.6,78,2019-08-20
"4624","SageSmudge",1,16.3,16.3,2019-08-20
"4625","RosePotpourri",1,12,12,2019-08-20
"4626","CDiskBamboo",4,29,116,2019-08-20
"4627","CDiskCoconut",3,26.9,80.7,2019-08-20
"4628","SmudgeBundle",4,53.3,213.2,2019-08-20
"4629","LoofahPack",5,12.1,60.5,2019-08-20
"4630","Package1",1,52.7,52.7,2019-08-20
"4631","BeeswaxCandle",1,27.2,27.2,2019-08-20
"4632","PackTeaCandles",2,8,16,2019-08-20
"4633","DreamPouch",2,18.8,37.6,2019-08-20
"4634","ParisPMirror",3,6.6,19.8,2019-08-20
"4635","MilanPMirror",1,5.7,5.7,2019-08-20
"4636","LoofahPack",1,29.4,29.4,2019-08-20
"4637","Package2",2,34.8,69.6,2019-08-20
"4638","Package3",4,34.9,139.6,2019-08-20
"4639","Package4",3,24.9,74.7,2019-08-20
"4640","Package5",4,24.8,99.2,2019-08-20
"4641","DriedBoquet1",1,49.5,49.5,2019-08-21
"4642","DriedBoquet2",3,41,123,2019-08-21
"4643","EucalyptSmudge",5,15.6,78,2019-08-21
"4644","SageSmudge",1,16.3,16.3,2019-08-21
"4645","RosePotpourri",1,12,12,2019-08-21
"4646","CDiskBamboo",4,29,116,2019-08-21
"4647","CDiskCoconut",3,26.9,80.7,2019-08-21
"4648","SmudgeBundle",4,53.3,213.2,2019-08-21
"4649","LoofahPack",5,12.1,60.5,2019-08-21
"4650","Package1",1,52.7,52.7,2019-08-21
"4651","BeeswaxCandle",1,27.2,27.2,2019-08-21
"4652","PackTeaCandles",2,8,16,2019-08-21
"4653","DreamPouch",2,18.8,37.6,2019-08-21
"4654","ParisPMirror",3,6.6,19.8,2019-08-21
"4655","MilanPMirror",1,5.7,5.7,2019-08-21
"4656","LoofahPack",1,29.4,29.4,2019-08-21
"4657","Package2",2,34.8,69.6,2019-08-21
"4658","Package3",4,34.9,139.6,2019-08-21
"4659","Package4",3,24.9,74.7,2019-08-21
"4660","Package5",4,24.8,99.2,2019-08-21
"4661","DriedBoquet1",1,49.5,49.5,2019-08-22
"4662","DriedBoquet2",3,41,123,2019-08-22
"4663","EucalyptSmudge",5,15.6,78,2019-08-22
"4664","SageSmudge",1,16.3,16.3,2019-08-22
"4665","RosePotpourri",1,12,12,2019-08-22
"4666","CDiskBamboo",4,29,116,2019-08-22
"4667","CDiskCoconut",3,26.9,80.7,2019-08-22
"4668","SmudgeBundle",4,53.3,213.2,2019-08-22
"4669","LoofahPack",5,12.1,60.5,2019-08-22
"4670","Package1",1,52.7,52.7,2019-08-22
"4671","BeeswaxCandle",1,27.2,27.2,2019-08-22
"4672","PackTeaCandles",2,8,16,2019-08-22
"4673","DreamPouch",2,18.8,37.6,2019-08-22
"4674","ParisPMirror",3,6.6,19.8,2019-08-22
"4675","MilanPMirror",1,5.7,5.7,2019-08-22
"4676","LoofahPack",1,29.4,29.4,2019-08-22
"4677","Package2",2,34.8,69.6,2019-08-22
"4678","Package3",4,34.9,139.6,2019-08-22
"4679","Package4",3,24.9,74.7,2019-08-22
"4680","Package5",4,24.8,99.2,2019-08-22
"4681","DriedBoquet1",1,49.5,49.5,2019-08-23
"4682","DriedBoquet2",3,41,123,2019-08-23
"4683","EucalyptSmudge",5,15.6,78,2019-08-23
"4684","SageSmudge",1,16.3,16.3,2019-08-23
"4685","RosePotpourri",1,12,12,2019-08-23
"4686","CDiskBamboo",4,29,116,2019-08-23
"4687","CDiskCoconut",3,26.9,80.7,2019-08-23
"4688","SmudgeBundle",4,53.3,213.2,2019-08-23
"4689","LoofahPack",5,12.1,60.5,2019-08-23
"4690","Package1",1,52.7,52.7,2019-08-23
"4691","BeeswaxCandle",1,27.2,27.2,2019-08-23
"4692","PackTeaCandles",2,8,16,2019-08-23
"4693","DreamPouch",2,18.8,37.6,2019-08-23
"4694","ParisPMirror",3,6.6,19.8,2019-08-23
"4695","MilanPMirror",1,5.7,5.7,2019-08-23
"4696","LoofahPack",1,29.4,29.4,2019-08-23
"4697","Package2",2,34.8,69.6,2019-08-23
"4698","Package3",4,34.9,139.6,2019-08-23
"4699","Package4",3,24.9,74.7,2019-08-23
"4700","Package5",4,24.8,99.2,2019-08-23
"4701","DriedBoquet1",1,49.5,49.5,2019-08-24
"4702","DriedBoquet2",3,41,123,2019-08-24
"4703","EucalyptSmudge",5,15.6,78,2019-08-24
"4704","SageSmudge",1,16.3,16.3,2019-08-24
"4705","RosePotpourri",1,12,12,2019-08-24
"4706","CDiskBamboo",4,29,116,2019-08-24
"4707","CDiskCoconut",3,26.9,80.7,2019-08-24
"4708","SmudgeBundle",4,53.3,213.2,2019-08-24
"4709","LoofahPack",5,12.1,60.5,2019-08-24
"4710","Package1",1,52.7,52.7,2019-08-24
"4711","BeeswaxCandle",1,27.2,27.2,2019-08-24
"4712","PackTeaCandles",2,8,16,2019-08-24
"4713","DreamPouch",2,18.8,37.6,2019-08-24
"4714","ParisPMirror",3,6.6,19.8,2019-08-24
"4715","MilanPMirror",1,5.7,5.7,2019-08-24
"4716","LoofahPack",1,29.4,29.4,2019-08-24
"4717","Package2",2,34.8,69.6,2019-08-24
"4718","Package3",4,34.9,139.6,2019-08-24
"4719","Package4",3,24.9,74.7,2019-08-24
"4720","Package5",4,24.8,99.2,2019-08-24
"4721","DriedBoquet1",1,49.5,49.5,2019-08-25
"4722","DriedBoquet2",3,41,123,2019-08-25
"4723","EucalyptSmudge",5,15.6,78,2019-08-25
"4724","SageSmudge",1,16.3,16.3,2019-08-25
"4725","RosePotpourri",1,12,12,2019-08-25
"4726","CDiskBamboo",4,29,116,2019-08-25
"4727","CDiskCoconut",3,26.9,80.7,2019-08-25
"4728","SmudgeBundle",4,53.3,213.2,2019-08-25
"4729","LoofahPack",5,12.1,60.5,2019-08-25
"4730","Package1",1,52.7,52.7,2019-08-25
"4731","BeeswaxCandle",1,27.2,27.2,2019-08-25
"4732","PackTeaCandles",2,8,16,2019-08-25
"4733","DreamPouch",2,18.8,37.6,2019-08-25
"4734","ParisPMirror",3,6.6,19.8,2019-08-25
"4735","MilanPMirror",1,5.7,5.7,2019-08-25
"4736","LoofahPack",1,29.4,29.4,2019-08-25
"4737","Package2",2,34.8,69.6,2019-08-25
"4738","Package3",4,34.9,139.6,2019-08-25
"4739","Package4",3,24.9,74.7,2019-08-25
"4740","Package5",4,24.8,99.2,2019-08-25
"4741","DriedBoquet1",1,49.5,49.5,2019-08-26
"4742","DriedBoquet2",3,41,123,2019-08-26
"4743","EucalyptSmudge",5,15.6,78,2019-08-26
"4744","SageSmudge",1,16.3,16.3,2019-08-26
"4745","RosePotpourri",1,12,12,2019-08-26
"4746","CDiskBamboo",4,29,116,2019-08-26
"4747","CDiskCoconut",3,26.9,80.7,2019-08-26
"4748","SmudgeBundle",4,53.3,213.2,2019-08-26
"4749","LoofahPack",5,12.1,60.5,2019-08-26
"4750","Package1",1,52.7,52.7,2019-08-26
"4751","BeeswaxCandle",1,27.2,27.2,2019-08-26
"4752","PackTeaCandles",2,8,16,2019-08-26
"4753","DreamPouch",2,18.8,37.6,2019-08-26
"4754","ParisPMirror",3,6.6,19.8,2019-08-26
"4755","MilanPMirror",1,5.7,5.7,2019-08-26
"4756","LoofahPack",1,29.4,29.4,2019-08-26
"4757","Package2",2,34.8,69.6,2019-08-26
"4758","Package3",4,34.9,139.6,2019-08-26
"4759","Package4",3,24.9,74.7,2019-08-26
"4760","Package5",4,24.8,99.2,2019-08-26
"4761","DriedBoquet1",1,49.5,49.5,2019-08-27
"4762","DriedBoquet2",3,41,123,2019-08-27
"4763","EucalyptSmudge",5,15.6,78,2019-08-27
"4764","SageSmudge",1,16.3,16.3,2019-08-27
"4765","RosePotpourri",1,12,12,2019-08-27
"4766","CDiskBamboo",4,29,116,2019-08-27
"4767","CDiskCoconut",3,26.9,80.7,2019-08-27
"4768","SmudgeBundle",4,53.3,213.2,2019-08-27
"4769","LoofahPack",5,12.1,60.5,2019-08-27
"4770","Package1",1,52.7,52.7,2019-08-27
"4771","BeeswaxCandle",1,27.2,27.2,2019-08-27
"4772","PackTeaCandles",2,8,16,2019-08-27
"4773","DreamPouch",2,18.8,37.6,2019-08-27
"4774","ParisPMirror",3,6.6,19.8,2019-08-27
"4775","MilanPMirror",1,5.7,5.7,2019-08-27
"4776","LoofahPack",1,29.4,29.4,2019-08-27
"4777","Package2",2,34.8,69.6,2019-08-27
"4778","Package3",4,34.9,139.6,2019-08-27
"4779","Package4",3,24.9,74.7,2019-08-27
"4780","Package5",4,24.8,99.2,2019-08-27
"4781","DriedBoquet1",1,49.5,49.5,2019-08-28
"4782","DriedBoquet2",3,41,123,2019-08-28
"4783","EucalyptSmudge",5,15.6,78,2019-08-28
"4784","SageSmudge",1,16.3,16.3,2019-08-28
"4785","RosePotpourri",1,12,12,2019-08-28
"4786","CDiskBamboo",4,29,116,2019-08-28
"4787","CDiskCoconut",3,26.9,80.7,2019-08-28
"4788","SmudgeBundle",4,53.3,213.2,2019-08-28
"4789","LoofahPack",5,12.1,60.5,2019-08-28
"4790","Package1",1,52.7,52.7,2019-08-28
"4791","BeeswaxCandle",1,27.2,27.2,2019-08-28
"4792","PackTeaCandles",2,8,16,2019-08-28
"4793","DreamPouch",2,18.8,37.6,2019-08-28
"4794","ParisPMirror",3,6.6,19.8,2019-08-28
